CommonName;Latitude;Longitude;Wine;Vintage;Origin;TastingNotes;Alcohol;RS;pH;TA;VA;TSO2;FSO2;MainVariety;WineType;WineStyle;WineBody;WineTaste;Wooded
Vondeling Wines;0;0;Vondeling Petit Rouge 2013;2013;Paarl;Colour: A bright ruby red colour. <br />Nose: A vibrant fruit filled aroma of sleek cherries, subtle raspberry and soft, black pepper. <br />Palate: The nose carries through beautifully to the palate and is nicely supported by refined tannins with a smoot;1413.70;2.9;3.56;5.2;;;;Merlot;Red;;;;
Vondeling Wines;0;0;Vondeling Petit Blanc 2014;2014;Paarl;Colour: A pale lime colour.<br />Nose: A flinty freshness balanced with white fruit and an endearing floral  bouquet. <br />Palate: Tightly grouped tropical flavours with pear and quince. Full and  rich, with a fresh, zesty finish.;12.5;3.5;3.70;5.6;;;;Chenin Blanc;White;;Full;Fruity;
Vondeling Wines;0;0;Vondeling Cabernet Sauvignon 2012;2012;Paarl;"<p>Colour: An intense, dark, ruby red.</p><p>

Nose: A fragrant wine with abundant black current, liquorice and sweet cassis. Soft, smokey oak softens the black pepper vibrancy and lends an exotic lift to the nose. </p><p>Palate: Pliant, textural and mode";13.50;2.60;3.60;5.90;;;;Cabernet Sauvignon;Red;Dry;Medium;;
Vondeling Wines;0;0;Vondeling Chardonnay 2013;2013;Paarl;Colour: Lemon and pale straw colour. <br />Nose: This wine has an inviting nose of honeyed citrus, potpourri and peach blossoms with a subtle hint of beeswax. <br />Palate: The palate is poised and sophisticated, with fresh chalky limestone, yellow flower;13.6;2.2;3.48;5.8;;;;Chardonnay;White;Dry;;;
Vondeling Wines;0;0;Vondeling Babiana 2012;2012;Paarl;"Colour: Pale, straw-like yellow.<br />Nose: A complex nose of soft fruit and spicy richness. Understated at first, the wine then opens up beautifully to expose sweet wild honey, peach&nbsp;blossoms, pineapple and toasted cashew nuts.<br />Palate: Wonderfu";13.7;4.3;3.40;5.9;;;;Chenin Blanc;White;Dry;;;
Vondeling Wines;0;0;Baldrick Shiraz 2013;2013;Paarl;Colour: Rich deep purple colour. <br />Nose: Opulent red and blue fruit with a hint of wood smoke. Profoundly perfumed  with high floral notes of violets. Spices include cinnamon and liquorice. <br />Palate: A medium bodied wine. Shiraz is the focus of th;13.8;2.9;3.49;5.7;;;;Shiraz;Red;;Medium;;
Signal Gun;-33,82003021;18,61076927;Signal Gun Chardonnay 2013;2013;Durbanville;The wine has intense citrus and spice aromas on the nose with a creamy, buttery finish on the palate.;13.31;2.0;3.58;6.1;;;;Chardonnay;White;;;;
Signal Gun;-33,82003021;18,61076927;Tin Hill Pinotage 2014;2014;Durbanville;This is a lighter style of Pinotage than one is used to. Black fruits on the nose and caramel and nuts on the palate.;12.74;2.5;3.89;5.1;;;;Pinotage;Red;;;;
De Morgenzon;-33,939991;18,74997902;DMZ Chenin Blanc 2016;2016;Stellenbosch;Green apple, apricot, peach, hints of honey and floral aromas characterize a fresh and upfront nose. The palate is rich and well integrated with a lingering aftertaste.;14.0;2.5;3.36;5.6;;;;Chenin Blanc;White;Dry;;Fruity;
Spier;-33,9734726;18,78254509;Spier Signature Sauvignon Blanc 2016;2016;Western Cape;Pale straw in colour with a greenish hue. Intense aromas of gooseberries, passion fruit, green and yellow peppers, and hints of tropical fruit on the nose. Medium bodied good balance between fruit and acidity on the palate.;13.19;4.20;3.47;5.60;;;;Sauvignon Blanc;White;Dry;Medium;Fruity;
Aaldering Vineyards & Wines;-33,91505432;18,81919289;Aaldering Cabernet Sauvignon / Merlot 2011;2011;Stellenbosch;An initial burst of ripe blackberry and cassis aromatics, is seemingly balanced by subtle nuances of eucalyptus, cedar and cigar box. The pallet shows layers of silky and structured tannins, without losing sight of the elegance that is imminent in this wi;14.5;2.68;3.58;5.82;;139;29;Cabernet Sauvignon;Red;Dry;Full;Herbaceous;
Aaldering Vineyards & Wines;-33,91505432;18,81919289;Aaldering Estate Lady M 2014;2014;Stellenbosch;Pinotage at its purist, is portrayed in this beautifully crafted wine. Initialnotes of Mulberries, raspberries and Bing cherries are evident and are backed up with some cinnamon and spice. The palate is clean, freshand elegant with underlying nuances of p;14.5;2.0;3.7;5.3;;58;43;Pinotage;Red;Dry;Medium;Fruity;
Aaldering Vineyards & Wines;-33,91505432;18,81919289;Aaldering Pinotage 2011;2011;Stellenbosch;A classic Pinotage with strawberry, raspberry and pomegranate aromas coming to the fore. Hints of mocha and forest floor add complexity to the elegant, refined and full bodied palate.;14.91;1.95;3.54;5.48;;105;36;Pinotage;Red;Dry;Full;Herbaceous;
Aaldering Vineyards & Wines;-33,91505432;18,81919289;Aaldering Estate Pinotage Rose 2014;2014;Stellenbosch;"A savory sensation of a barrel-fermented ros&#233; with an appealing salmon-pink hue, presented on a canvas of classic red fruits with subtle, lingering elegance that leaves one reminiscing of red fruits, fresh lemon lime minerality with an undertone of v";14;1.70;3.55;6.6;;146;40;Pinotage;Rose;Dry;Full;Fragrant;
Aaldering Vineyards & Wines;-33,91505432;18,81919289;Aaldering Estate Pinotage Blanc 2014;2014;;A unique Blanc de Noir that conjures up the intense aromas of stone fruit underlain by a subtle spiciness which adds to the mystic appeal of a well-rounded and creamy palate, with a concentrated mouth feel of marmalade fruits and mineral elegance.;13.5;2.3;3.40;4.5;;136;25;Pinotage;White;Dry;Full;Fragrant;
Perdeberg Wines;-33,65832901;18,82694054;Perdeberg MÃ©thode Cap Classique Chenin Blanc Brut 2012;2012;Paarl;This is a fine illustration of the remarkable diversity of Chenin Blanc and its ability to produce great wines in any of its facets. Crafted according to the age-old tradition of secondary fermentation in the bottle, it shows a lively green tint with a fi;12.36;4.5;3.16;8.1;;;;Chenin Blanc;Cap Classique;Dry;;;
Beaumont Wines;-34,22542572;19,19692421;Beaumont Shiraz / MourvÃ¨dre 2012;2012;Bot River;Dense and delicious wine filled with dark fruit and spice flavours. A silky texture to the palate and a long lingering finish.;13.86;2.7;3.42;5.7;;;;Shiraz;Red;Dry;;;
Altydgedacht Estate;-33,84746933;18,62487602;Altydgedacht Barbera 2013;2013;Durbanville;Made from a traditional northern Italian variety, this wine has a rich red colour, with the nose exuding dark fruit and toasty oak aromas. The velvety entry on the palate is rounded off with varietal fruit flavours and oaky sweetness. The elegant tannin-s;14.15;2.9;3.45;5.8;;96;;Barbera;Red;;;;
Altydgedacht Estate;-33,84746933;18,62487602;Altydgedacht Gewurztraminer 2014;2014;Durbanville;"One of the very few examples of a dry Gew&#252;rz in South Africa and very much the signature style of Altydgedacht. Brilliant straw colour with a slight green tint on the edge. The nose is perfumed, with good expression of spice, rose petals, Turkish del";13.41;3.2;3.24;6.4;;131;;Gewurztraminer;White;;;;
Altydgedacht Estate;-33,84746933;18,62487602;Altydgedacht Pinot Noir 2013;2013;Durbanville;2013 is the maiden vintage of this classic Burgundian varietal on Altydgedacht. Good colour intensity for this famously light-coloured varietal. The nose of the wine is driven by red fruit and hints of oak, rounded off by an elegant and juicy tannin struc;14.06;2.0;3.62;5.5;;99;;Pinot Noir;Red;;;;
Altydgedacht Estate;-33,84746933;18,62487602;Tygerberg Blanc de Blanc 2014;2014;Durbanville;"An 6-way white blend of 52% Sauvignon blanc, 20% Gew&#252;rztraminer, 12% Chardonnay,7% Semillon, 6% Viognier  and 3% Chenin blanc. An everyday quaffing wine with a strong aromatic component and zesty finish.";13.89;3.7;3.31;6.0;;99;;Sauvignon Blanc;White;;;;
Nederburg Wines;-33,72084427;19,00285912;Nederburg Winemasters Reserve Pinotage 2013;2013;Western Cape;Colour: Ruby red.<br />Bouquet: A bounty of plums and prunes and some subtle oak spice.<br />Palate: A full mouthfeel with rich fruit flavours, soft tannins and a lingering aftertaste.;14.09;4.15;3.58;5.25;;;;Pinotage;Red;Dry;Full;Fruity;
Nederburg Wines;-33,72084427;19,00285912;Nederburg Foundation Duet 2014;2014;Paarl;Colour: Ruby red with purple edges.<br />Bouquet: An abundance of berry fruit with hints of spice and a smoky background.<br />Palate: A medium-to full-bodied wine with velvety fruit, cinnamon and integrated oak flavours.;13.26;6.99;3.58;5.29;;;;Shiraz;Red;Dry;Medium;;
Nederburg Wines;-33,72084427;19,00285912;Nederburg Winemasters Reserve Shiraz 2012;2012;Western Cape;Colour: Dark ruby. <br />Bouquet: Aromas of prunes and cherries, oak spice and a hint of dark chocolate.<br />Palate: A rich, full-bodied wine with ripe plum, prune and dark chocolate flavours and a good tannic structure.;13.6;5.12;3.6;5.33;;;;Shiraz;Red;Dry;Full;;
Landskroon Wines;-33,76051331;18,91687584;Landskroon Paul de Villiers Cabernet Sauvignon 2014;2014;Paarl;The wine is full-bodied with delicious rich flavours of dark berries and piquant pepper. Supported by tones of spicy oak gained from aging in new oak barrels.;14.0;3.1;3.54;5.8;;;;Cabernet Sauvignon;Red;Dry;Full;Herbaceous;
Douglas Green;-33,6317482;18,98613167;Douglas Green Merlot Malbec 2015;2015;Western Cape;A bright crimson heart with deep ruby rim. Lashings of crushed summer berries and fleshy plum aromas with supple, succulent,generous ripe berry favours brushed with soft oak spice to a sleek juicy fruit finish.;14.0;4.5;3.5;5.8;;;;Merlot;Red;;;;
Drostdy-Hof Wines;-33,25667191;19,15020943;Drostdy Hof Pinotage 2015;2015;Western Cape;Colour: Deep ruby with purple edges.<br />Bouquet: An abundance of plum, red berry fruit with hints of caramel and subtle spicy oak aromas.<br />Palate: A medium- to full-bodied wine with a fresh acidity backed by vibrant berry flavours and soft, ripe tan;13.4;7.77;3.67;5.34;;;;Pinotage;Red;Off Dry;Medium;;
Drostdy-Hof Wines;-33,25667191;19,15020943;Drostdy Hof Cabernet Sauvignon 2014;2014;Western Cape;Colour: Deep ruby red.<br />Bouquet: A classic South African Cabernet Sauvignon, packed with aromas of cassis and cherries, backed by hints of oak and cigar box.<br />Palate: A medium-bodied wine that shows dark fruit flavours reminiscent of Christmas cak;13.65;7.4;3.67;5.3;;;;Cabernet Sauvignon;Red;Off Dry;Medium;Fruity;
Arra Vineyards;-33,82889175;18,85667038;Arra Natural Sweet Viognier 2012;2012;Stellenbosch;Nose:  Lemon, lime, lavender, marigolds, chamomile flower, rose petal, apple blossom, white peach, apricot, green apple.<br />Palate: Peach, gooseberry, lime, lemon, kumquat, tangerine, creamy, dried apricot, dried apple.;13.5;36.1;3.28;6.0;;;;Viognier;White;Sweet;Medium;Fruity;
Arra Vineyards;-33,82889175;18,85667038;Arra Natural Sweet Red Blend 2012;2012;Stellenbosch;Nose: Sweet red berries, black berries, cherry, tobacco, tea leaves, liquorice, dark chocolate, after thought of jasmine.<br />Palate: cassis, sweet berries, cranberry, cacao, bush tea, fynbos, strawberry jam, milk chocolate.;14.5;44.3;3.46;6.1;;;;Shiraz;Red;Sweet;Medium;Fragrant;
Arra Vineyards;-33,82889175;18,85667038;Arra Viognier 2013;2013;Stellenbosch;Nose: Pear, stewed peaches, grenadilla, tangerine, geranium, lemon verbena. <br />Palate: Lemon, lime, kumquat, peach, vanilla, creamy, mineral, fine textured.;14.0;3.7;3.32;6.1;;;;Viognier;White;Dry;Light;Fruity;
Arra Vineyards;-33,82889175;18,85667038;Arra Blanc de Noir 2014;2014;Stellenbosch;Nose: Cherry, rose petal, red berry, red grapefruit, pomegranate, watermelon. <br />Palate: Red currant, raspberry, red berries, cherries, red apple, kumquat, tangerine rind.;12.0;2.8;3.27;5.2;;;;Shiraz;Rose;Dry;Light;Fragrant;
Drostdy-Hof Wines;-33,25667191;19,15020943;Drostdy Hof Sauvignon Blanc 2015 3L BIB;2015;Tulbagh;Colour: Brilliantly clear with a greenish tint.<br />Bouquet: Aromas of litchis, gooseberries, green figs and fresh-cut grass.<br />Palate: Crisp, vibrant and well-balanced with notes of passion fruit and gooseberries.;13.07;6.86;3.27;6.43;;;;Sauvignon Blanc;White;Off Dry;;Fruity;
GlenWood;-33,91666794;19,13333321;GlenWood Sauvignon Blanc 2015;2015;Franschhoek;"<span style=""font-size:10.0pt"">A richly textured, well balanced wine layered in
classic notes of capsicum and passion fruit, with a fresh, zesty finish. </span>";12.77;1.9;3.28;6.5;;;;Sauvignon Blanc;White;Dry;0;Fruity;
GlenWood;-33,91666794;19,13333321;GlenWood Shiraz 2014;2014;Franschhoek;An opulent, full-bodied wine with supple, vibrant fruit and tannins. Spicy, white pepper, smoky aromas pervade a ripe, fruit-driven profile;14.30;2.45;3.45;5.6;;;;Shiraz;Red;Dry;Full;Fruity;
Ridgeback Wines;-33,6733284;18,91500092;Ridgeback Cabernet Franc 2013;2013;Paarl;"Upfront blackcurrant with hints of green peppercorn and black olive cradled
by elegant, ripe tannin and oak spice on the long mineral finish.";14;2.2;3.69;5.9;;;;Cabernet Franc;Red;;;Mineral;
Mellasat Vineyards;-33,73810196;19,0190258;Dekker's Valley Shiraz 2012;2012;Paarl;â€œPepper, spice and niceâ€ with hints of mulberries and white pepper, this is warm climate Shiraz at its best. The wine was barrel matured for 11 months.;15.0;;;;;;;Shiraz;Red;;;;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Shiraz Reserve 2013;2013;Robertson;This flagship wine of our Reserve Selection is an opulent, full-bodied wine, displaying rich, concentrated spicy and black pepper flavours heightened by ageing in French oak. A touch of liquorices contributes to a pleasingly, lingering finish.;14.74;3.0;3.55;6.1;0.57;132;14;Shiraz;Red;Dry;Full;;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Merlot Reserve 2013;2013;Robertson;This flagship wine of our Reserve Selection was matured in French Oak and is an elegant, full bodied red wine with a luminous colour of deep glowing garnet. It reveals floral and cherry flavours with a succulent palate of raspberry whiffs;14.27;2.5;3.50;5.6;0.39;86;32;Merlot;Red;Dry;;;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Cabernet Sauvignon Reserve 2013;2013;Robertson;This flagship wine of our Reserve Selection is a rich intense wine with a beautiful deep ruby colour. Careful maturation in French oak ensures a dimension of discreet dark chocolate and coffee richness of the palate.;14.10;3.4;3.58;5.4;0.34;95;32;Cabernet Sauvignon;Red;Dry;Full;;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Chardonnay Reserve 2014;2014;Robertson;"
			Our wine exhibits classic Chardonnay varietal characteristics â€“ bright fruit flavours and balanced acidity. Lemon tones; complex, tropical and citrus aromas with vibrant buttery tones. Sweet entry, deep fruit flavours and full bodied. Lovely richnes";13.92;2.6;3.46;6.3;0.57;119;34;Chardonnay;White;Dry;Medium;Fruity;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Cabernet Sauvignon 2013;2013;Robertson;This red wine is full of all that the grape can provide, enhanced by maturation in new French wood. Its colour is that of deep garnet and the nose full of lovely berrylike flavours. A medium-bodied wine, it has beautiful depth of character which will ensu;14.03;3.9;3.53;5.1;0.46;96;31;Cabernet Sauvignon;Red;Dry;Medium;;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Cape Vintage Port 2013;2013;Robertson;<div>This is an aromatic dessert wine. The wine was matured in small oak for a year and then left to mature further in the bottle. It has a delightful fruit-cake nose and the same assertive nutty fruitiness on the palate. </div>;17.36;108.19;3.69;4.71;0.37;131;20;Pinotage;Dessert;Sweet;;Fruity;
Rooiberg Winery;-33,77672958;19,76193047;Rooiberg Pinotage 2013;2013;Robertson;<strong></strong>Rooiberg Pinotage has an attractive deep colour and the typical full-flavoured style of rich Pinotage. It has lots of complex cultivar character, mingling well with good woodiness. If consumed young the fruity Pinotage bouquet can be full;14.23;2.3;3.55;5.4;0.48;96;35;Pinotage;Red;Dry;;;
KWV Wines;-33,76215363;18,96186638;Roodeberg Dr. Charles Niehaus 2012;2012;Western Cape;This is a juicy, concentrated red blend with depth. It shows upfront blueberry aromas with dark cherry and plum. The wine is generous, well integrated and structured with silky tannins and nuances of fresh herbs on the palate. The finish is smooth, linger;14.57;2.8;3.64;;;;;Cabernet Sauvignon;Red;Dry;;;
KWV Wines;-33,76215363;18,96186638;Roodeberg White 2014;2014;Western Cape;This lively and layered wine displays upfront tropical fruit, lemon, peach and delicate floral aromas on the nose, with an ever so subtle, underlying nutty trace. The palate is textured and well balanced with a soft and persistent finish.;13.59;3.5;3.27;;;;;Chardonnay;White;Dry;Medium;Fruity;
KWV Wines;-33,76215363;18,96186638;Roodeberg Red 2013;2013;Western Cape;This famous red blend shows aromatic layers of plum, cherry and tobacco with undertones of fresh strawberry on the nose. The palate is lively with nuances of dark chocolate, dried spice and aniseed, accompanied by the perfectly integrated tannin structure;14.44;3.67;3.49;;;;;Cabernet Sauvignon;Red;Dry;;;
